data=ml-100k
uid=344   rank_sort=[('168', 54.09393540939347), ('56', 49.68117564958153), ('423', 43.51866112932985), ('82', 31.191814987618066), ('282', 22.7959818612552), ('300', 22.238311317195524), ('238', 20.610646959833343), ('135', 20.398131533770453), ('170', 17.442943673811), ('161', 14.692348135203414)]
uid=619   rank_sort=[('172', 59.38489666752713), ('210', 44.85105737627488), ('204', 25.18072638028027), ('98', 24.805644943287614), ('1', 24.645363665289867), ('222', 18.115071463754397), ('742', 16.681876483526903), ('89', 15.917783740934496), ('69', 14.872707113423512), ('286', 14.82637357547312)]
uid=424   rank_sort=[('181', 21.388224903039166), ('121', 19.595825270635125), ('237', 19.484709310813777), ('117', 17.625197674035956), ('328', 15.779720613737846), ('748', 13.828368364680408), ('7', 13.645432140467491), ('98', 12.146876592354607), ('174', 11.334376516093874), ('302', 10.53220238271782)]
uid=427   rank_sort=[('288', 24.83768039560613), ('333', 19.17842464044708), ('294', 18.59704953679139), ('748', 12.863335982876023), ('313', 10.33046333681003), ('269', 10.203913481750462), ('330', 9.876189018097243), ('1295', 9.821706690071593), ('261', 9.160112126832693), ('266', 7.937859974215638)]
uid=298   rank_sort=[('135', 44.94089043730956), ('82', 40.61835769163277), ('405', 40.2488446586955), ('117', 38.55135251332682), ('216', 36.69951479893746), ('56', 30.217340538198364), ('100', 28.96817501423918), ('95', 24.410684096645944), ('654', 22.86901303213238), ('474', 21.932290415683383)]
uid=299   rank_sort=[('172', 77.34408074285311), ('69', 74.5457406572741), ('121', 47.37901421315665), ('117', 41.82944281066738), ('195', 39.30385370996382), ('82', 36.58286876049191), ('79', 32.43325000637731), ('405', 31.65429754437626), ('196', 29.534574404826607), ('654', 26.83178328240964)]
uid=296   rank_sort=[('174', 111.07422984782865), ('195', 50.09568742211505), ('69', 47.70091288860165), ('135', 47.043631701569566), ('405', 43.4547293583802), ('168', 38.79689415717162), ('176', 26.27879878590643), ('474', 26.149752441303058), ('302', 24.90323563203377), ('197', 22.732179488215838)]
uid=297   rank_sort=[('172', 90.76342131941908), ('121', 63.47008692799019), ('405', 48.24141571881316), ('96', 37.618813275884264), ('313', 26.028992620628376), ('82', 22.92075245181001), ('483', 19.876398428660398), ('186', 19.544653833563494), ('328', 18.491430728876125), ('333', 16.38171551922217)]
uid=294   rank_sort=[('302', 30.192962745131226), ('174', 21.112235137278027), ('98', 19.507769945238262), ('272', 16.311579936034768), ('56', 14.353734116687441), ('685', 12.280555612138874), ('315', 12.208181321445597), ('172', 10.266343369481406), ('210', 9.760813835107296), ('316', 9.386734930883888)]
uid=295   rank_sort=[('393', 54.107909038927225), ('195', 53.76179648480657), ('550', 39.102805248346456), ('135', 37.90268638668752), ('117', 37.56165229863341), ('568', 35.30635051506902), ('176', 27.51654581190076), ('62', 27.301037580400656), ('197', 20.769785971794327), ('566', 19.82292617866642)]
uid=292   rank_sort=[('172', 81.6228574514515), ('204', 70.68956276596154), ('69', 61.19962647185639), ('121', 52.406232220541995), ('210', 48.792257473627465), ('89', 32.97657892054898), ('237', 25.83283133482895), ('134', 25.119950556895066), ('191', 23.765334269655142), ('12', 21.596253101099187)]
uid=293   rank_sort=[('385', 53.37962218698484), ('191', 34.22001860114393), ('197', 32.7770882745212), ('58', 27.048097126893364), ('498', 21.862753336108547), ('95', 21.41310372423888), ('318', 20.50321859731445), ('170', 17.17482987731094), ('231', 15.640525470094467), ('118', 14.919204234579908)]
uid=290   rank_sort=[('195', 44.42872242308529), ('79', 31.68169382755392), ('56', 27.331060612882677), ('226', 23.517178274752847), ('96', 23.42280031157732), ('88', 20.288663572738887), ('597', 18.830232510724635), ('501', 18.688987220743442), ('237', 17.988891308261792), ('7', 17.123517267224436)]
uid=291   rank_sort=[('161', 54.03894161118379), ('68', 45.81515070108221), ('216', 39.62325404046745), ('196', 29.058890705192596), ('233', 28.825521344919228), ('176', 26.062209249539645), ('88', 25.880278897715723), ('222', 24.691696410950573), ('217', 24.059500376703415), ('559', 23.17621865189902)]
uid=591   rank_sort=[('174', 55.362340163814636), ('69', 48.86200470966166), ('98', 38.59102769106221), ('423', 22.98111297936644), ('50', 21.511617997515103), ('195', 18.946430024817904), ('186', 18.166380245178313), ('1', 17.161461975156865), ('121', 16.583347614650574), ('82', 14.149846099157674)]
uid=590   rank_sort=[('117', 30.030340473609588), ('121', 28.783716608798898), ('50', 27.25398682917119), ('1', 26.913401752423695), ('285', 19.982961781566797), ('7', 16.940468276642886), ('25', 14.941866658245303), ('181', 14.476093489355122), ('405', 12.36512106040746), ('471', 10.697789184189377)]
uid=593   rank_sort=[('202', 46.59710121523985), ('168', 44.89706673906928), ('82', 41.423845491285874), ('195', 38.59536302527571), ('96', 30.147218421381982), ('215', 24.965030190922114), ('7', 21.9166319695146), ('403', 20.231324985001873), ('226', 17.987173684373484), ('176', 17.447576450884075)]
uid=592   rank_sort=[('210', 88.54800113771418), ('300', 49.49820429587845), ('82', 26.895835799108976), ('474', 26.49586765182602), ('209', 25.21299187189819), ('385', 19.323640681636483), ('111', 18.265574153660857), ('186', 17.90245843390934), ('462', 17.41472550924496), ('25', 16.05113366665177)]
uid=595   rank_sort=[('117', 54.670467808450134), ('405', 48.15428077955465), ('1', 46.17871324270455), ('7', 32.51316454004924), ('118', 20.38908157066664), ('25', 14.49469828350614), ('286', 13.454890826580863), ('276', 11.592231096061207), ('300', 10.668500640337575), ('150', 10.607333437217735)]
uid=594   rank_sort=[('174', 15.988869709988538), ('121', 15.92224074379605), ('1', 15.85882268951007), ('98', 11.432530865920256), ('117', 10.979647706235927), ('237', 9.236096273346593), ('258', 7.690682528544732), ('285', 7.671024909022775), ('56', 6.988625974363121), ('7', 6.888643839908168)]
uid=597   rank_sort=[('121', 37.334213331192444), ('117', 35.64310070485079), ('100', 25.914958370273744), ('405', 25.24845121951673), ('237', 18.102886028642903), ('258', 16.40936253665143), ('288', 14.971443963947479), ('328', 13.992400957111634), ('222', 13.156934303749647), ('25', 11.111374576420657)]
uid=596   rank_sort=[('748', 14.334169032931028), ('100', 13.643830296538015), ('1', 13.118324646111308), ('121', 11.91182013796046), ('333', 10.342907810985768), ('127', 7.8410404022727285), ('7', 7.550047624427394), ('117', 7.129770021205701), ('174', 6.752873118497534), ('322', 6.663295352235233)]
uid=195   rank_sort=[('174', 34.86647520660167), ('204', 31.423573700547955), ('172', 26.838102475346354), ('121', 23.389138123804436), ('210', 23.11935621700927), ('50', 22.80285283591677), ('69', 22.561772828971527), ('168', 20.43508890790894), ('117', 17.441038752994388), ('423', 16.593197548872098)]
uid=194   rank_sort=[('96', 39.69469320469625), ('176', 33.67900948479432), ('742', 14.802424774521196), ('480', 13.02385999334123), ('430', 12.934489418705168), ('151', 12.800364498807253), ('418', 12.369351665616838), ('11', 12.107752347773742), ('603', 12.104888602727938), ('492', 12.033925523886925)]
uid=197   rank_sort=[('96', 40.04750014820462), ('204', 37.49699881913021), ('98', 27.740442948391888), ('69', 20.604639328112956), ('315', 16.724660451068804), ('100', 14.631716413672748), ('269', 13.325957914307402), ('1', 12.181844377786545), ('199', 11.895849523549089), ('135', 11.763682863137918)]
uid=196   rank_sort=[('204', 29.85000815197514), ('168', 21.18443366270922), ('216', 19.769784130352463), ('210', 19.214777280540126), ('69', 17.25806357982265), ('88', 15.530981669441157), ('100', 13.898116312509863), ('405', 12.577845054943307), ('174', 12.407430952216382), ('121', 11.191563599049504)]
uid=191   rank_sort=[('258', 25.15071269371999), ('302', 24.959565982574137), ('347', 17.012010230899758), ('333', 15.195531913114593), ('294', 9.861988800960598), ('346', 7.628436044530115), ('748', 6.770721896132633), ('271', 6.491162099248669), ('312', 6.032066730003702), ('245', 5.849915679656344)]
uid=190   rank_sort=[('1', 38.011016657451755), ('50', 35.10787597619681), ('181', 22.99978689793486), ('286', 20.819124994552748), ('315', 12.674561554450387), ('347', 9.822793335520235), ('322', 8.841045619895294), ('151', 7.122465476311836), ('307', 6.464257690478216), ('284', 6.2519411097846325)]
uid=193   rank_sort=[('50', 34.3592221904165), ('204', 32.75555743872503), ('98', 30.430982543783376), ('172', 24.750930240196798), ('7', 23.431515569323974), ('550', 22.607500038577463), ('302', 21.867658037361725), ('385', 20.55880026085946), ('181', 18.65800797973213), ('546', 17.93055018300957)]
uid=192   rank_sort=[('1', 29.62487008299673), ('181', 25.310815559120485), ('117', 24.647748703368556), ('405', 19.568982279769457), ('237', 19.18826081603382), ('286', 13.224997738874304), ('300', 12.499884885276671), ('56', 10.845631337549758), ('98', 10.813455799493543), ('546', 10.130637453273104)]
uid=270   rank_sort=[('174', 51.75843516724507), ('172', 40.32600250012937), ('204', 39.77892760459791), ('1', 39.538850541922585), ('210', 37.275976965382526), ('161', 37.02204324958957), ('405', 35.99020874611252), ('117', 34.87119243539147), ('100', 32.473677833214204), ('69', 28.110776735388505)]
uid=271   rank_sort=[('195', 58.73610702996493), ('483', 51.68537507019249), ('82', 39.870108243118196), ('385', 29.335785637646048), ('132', 29.332130609487333), ('96', 29.063660945016988), ('183', 26.207529979820222), ('7', 24.7505806549554), ('403', 22.669666480768324), ('143', 21.651411962982483)]
uid=272   rank_sort=[('195', 45.05201291809186), ('168', 30.961740552603395), ('135', 25.528733545801877), ('176', 18.267796979615888), ('64', 15.764484331273522), ('202', 15.12941087016545), ('191', 15.088275551507971), ('180', 14.017731239977522), ('196', 13.515640780167708), ('89', 12.477642835603216)]
uid=273   rank_sort=[('302', 27.94742086116294), ('269', 21.65211277766004), ('258', 15.784046534904316), ('750', 12.699222058399208), ('300', 10.940814425725266), ('288', 8.812783309394577), ('310', 7.1240602327489375), ('312', 6.73447087174274), ('333', 6.062093657382574), ('344', 5.682702320355839)]
uid=274   rank_sort=[('121', 73.63974166185926), ('204', 33.66966818082705), ('174', 32.28857699824775), ('172', 29.523193705561486), ('7', 29.174094331146335), ('210', 21.431255771385153), ('216', 19.592137188826484), ('222', 19.390411618558154), ('56', 16.50375093578454), ('127', 14.93861739457148)]
uid=275   rank_sort=[('172', 60.52649698556647), ('204', 53.362476060177116), ('82', 35.01574318048812), ('195', 30.584873629201756), ('168', 29.39543940777961), ('385', 24.448374704313338), ('79', 22.122975318532713), ('98', 21.615930233933256), ('403', 19.543183931238786), ('97', 16.260043191354594)]
uid=276   rank_sort=[('216', 63.313388397456706), ('286', 35.02910930804145), ('191', 28.09235443065954), ('132', 16.515944057716876), ('483', 14.76274943077059), ('170', 14.149081265284849), ('722', 11.506305117017412), ('654', 11.413273439521511), ('208', 11.234287564133918), ('585', 10.865638012611033)]
uid=277   rank_sort=[('546', 21.415897829181255), ('118', 13.519944349163103), ('127', 12.761312317210692), ('222', 12.535270647694437), ('13', 11.729909044927636), ('125', 9.545885391766852), ('597', 8.997148544150713), ('300', 8.959901991352694), ('288', 8.591148486627215), ('475', 8.449128683815951)]
uid=278   rank_sort=[('300', 20.123542309339115), ('50', 14.650490498890122), ('174', 12.514299018354475), ('172', 10.09619620145805), ('272', 9.899773293050393), ('69', 9.764000072591251), ('204', 9.681780025321283), ('79', 9.560589769638074), ('748', 9.234556926287016), ('328', 8.856387579946155)]
uid=279   rank_sort=[('69', 56.77996301976488), ('161', 48.47352599777701), ('82', 44.39487722792456), ('98', 41.092119409922304), ('237', 36.28492312687803), ('118', 35.67810291342959), ('423', 34.68004946575108), ('568', 29.28371787774968), ('135', 26.22299013103418), ('742', 25.85310436181159)]
uid=569   rank_sort=[('181', 40.27669235881635), ('742', 20.99484199735267), ('282', 17.920078664912314), ('597', 16.314778999700234), ('313', 13.371836973591654), ('285', 12.122910426693904), ('111', 12.028631981380936), ('269', 11.959995469920209), ('127', 11.58719684435199), ('250', 10.547525064856957)]
uid=497   rank_sort=[('69', 64.96837840893998), ('117', 60.38462721324749), ('88', 33.62420617954487), ('576', 30.267835869229202), ('546', 26.665475990623044), ('238', 21.21041022185908), ('419', 18.90406669807146), ('218', 16.01678933845794), ('742', 15.829840336122318), ('143', 15.615832640129877)]
uid=524   rank_sort=[('121', 60.17239485166655), ('202', 44.19617154985091), ('1', 41.21370402607818), ('196', 35.698956200174045), ('176', 33.04023279037373), ('357', 30.65185171506405), ('566', 26.384574018138867), ('258', 22.989546084444704), ('183', 22.256068246850145), ('300', 21.52454617988585)]
uid=525   rank_sort=[('117', 56.030050407133054), ('1', 47.15998925862187), ('50', 45.70101277853333), ('546', 29.660939971466323), ('222', 19.61914583634286), ('286', 10.923009644210914), ('258', 9.885793459503725), ('471', 9.226845107193753), ('1016', 8.98263054163876), ('298', 8.011468616980697)]
uid=526   rank_sort=[('117', 35.02947431111166), ('237', 28.021779701369855), ('7', 25.984201217117814), ('286', 22.87831041745366), ('405', 16.418440321692007), ('347', 12.748072185089221), ('222', 11.906502080682264), ('546', 10.891458074536553), ('340', 10.471167633895499), ('174', 9.186143209259438)]
uid=527   rank_sort=[('98', 86.53660499363468), ('195', 67.36323718399981), ('79', 44.14453725215426), ('89', 43.00323669342527), ('216', 39.55210818914592), ('196', 25.40869232725169), ('654', 24.98352319143141), ('483', 23.065715044317464), ('1', 22.543000867051727), ('186', 21.112087936775747)]
uid=520   rank_sort=[('258', 19.626057141136428), ('313', 13.191040900642054), ('50', 11.063595825413408), ('288', 10.802431834109587), ('1', 9.878400860625117), ('237', 8.280863577476579), ('121', 8.015000506212372), ('117', 7.35957928791624), ('328', 6.720641670983069), ('333', 6.613989556175577)]
uid=521   rank_sort=[('98', 56.24210360184108), ('82', 51.10261839916058), ('546', 20.24035283690101), ('237', 17.163129982533608), ('196', 16.965121879191166), ('233', 15.34234343217788), ('62', 15.331326049877028), ('118', 13.267494447384305), ('64', 12.525311010932507), ('313', 11.089426894103566)]
uid=522   rank_sort=[('174', 44.74493608310086), ('98', 25.183180720213322), ('204', 24.13987274473997), ('69', 23.13563380884393), ('172', 22.08194436143318), ('187', 18.14903808283929), ('194', 17.57485706431434), ('357', 15.84814061933498), ('483', 15.347997550680795), ('195', 14.88486723021213)]
uid=523   rank_sort=[('174', 57.329125689607245), ('216', 37.75230370774145), ('172', 37.01265503034107), ('69', 36.217709496728055), ('121', 28.477395488514958), ('423', 25.83983663037489), ('88', 25.293269190584475), ('100', 25.25192459821946), ('94', 20.081104141252762), ('238', 19.06909982624244)]
uid=528   rank_sort=[('172', 45.14480884645009), ('98', 37.34123593535894), ('195', 20.181993697018513), ('121', 16.012634016461814), ('216', 15.938876598016314), ('186', 15.244439289893936), ('1', 13.890743021984797), ('483', 13.561439609528886), ('97', 12.847853841320369), ('96', 11.859432785835669)]
uid=529   rank_sort=[('302', 27.101395139102586), ('748', 23.361927575801605), ('313', 18.955624288768334), ('50', 8.922637830721303), ('678', 7.986103265572649), ('100', 6.569607443365529), ('289', 6.32439999937479), ('272', 6.07205919295193), ('750', 4.581129893477511), ('181', 4.538174113439844)]
uid=449   rank_sort=[('121', 30.98146890067301), ('50', 29.337106877412207), ('1', 25.00949937509641), ('237', 22.492572783956486), ('7', 21.55837904797306), ('405', 19.442390243968422), ('181', 16.3966947547333), ('30', 13.169274505206554), ('258', 11.73351117547053), ('512', 11.58086277857121)]
uid=448   rank_sort=[('300', 20.74491273495425), ('313', 16.764656897652152), ('272', 16.395109081710114), ('347', 12.663915821205274), ('328', 10.72476733492842), ('315', 8.09572536707903), ('294', 8.065141007612494), ('311', 7.272044739319882), ('748', 4.539280760393481), ('346', 4.41086938662564)]
uid=443   rank_sort=[('300', 28.760628379651237), ('288', 24.69491190314705), ('328', 20.052231762373744), ('302', 14.701682958135278), ('50', 8.476629598679676), ('272', 6.195136870848725), ('100', 5.823222808392783), ('181', 5.672717641799805), ('322', 5.552586521903073), ('268', 5.276282464548823)]
uid=442   rank_sort=[('50', 39.58129920908251), ('183', 26.84632548110978), ('568', 25.813020300300778), ('1', 22.78435957625381), ('566', 20.98997990427325), ('216', 17.338641649412526), ('237', 17.066514197770005), ('423', 16.90104109617161), ('202', 16.83451713226157), ('173', 14.868433622217688)]
uid=441   rank_sort=[('50', 23.131693730487477), ('181', 19.557194751421736), ('237', 17.057724573096426), ('258', 10.822661955379921), ('546', 9.689796853488543), ('328', 8.740436426207712), ('748', 8.715875037248376), ('222', 7.921012312291409), ('118', 7.605178495282541), ('151', 7.478624967562441)]
uid=440   rank_sort=[('302', 16.829637236415916), ('288', 15.53583927252556), ('286', 15.278754447306474), ('170', 14.07813936605227), ('748', 12.334927914344629), ('315', 12.293234574326597), ('294', 10.928242641978352), ('52', 10.660077190443573), ('347', 10.602775112989592), ('333', 9.630484225914207)]
uid=447   rank_sort=[('172', 66.7344328620033), ('195', 53.92655840934148), ('210', 53.890173783223396), ('168', 37.969615658192126), ('423', 31.227867796674893), ('385', 21.8907408497192), ('226', 20.318621659034214), ('216', 19.226606055392708), ('161', 17.81062166813479), ('127', 15.100814674334401)]
uid=446   rank_sort=[('258', 29.129099981634653), ('333', 22.274221535734025), ('313', 12.74603842011263), ('323', 6.426765450061053), ('272', 5.161951949810462), ('271', 4.48216065070011), ('50', 4.395837847173177), ('331', 4.345217934329834), ('305', 4.178165002030441), ('100', 3.623604633478619)]
uid=445   rank_sort=[('172', 26.629614597144688), ('98', 25.51525672716918), ('210', 18.50594175506708), ('69', 17.196416319708636), ('258', 14.369901057511834), ('222', 14.121006113927574), ('168', 13.123996063316762), ('282', 11.883839798235114), ('597', 10.794666670461659), ('176', 10.15843837963117)]
uid=444   rank_sort=[('288', 16.27970234567499), ('50', 13.119387809871048), ('302', 12.25261006495933), ('294', 12.21140237424614), ('333', 9.657166239413788), ('181', 9.00994410463455), ('322', 8.561410565406888), ('237', 8.151798409700334), ('1', 7.978065363044297), ('127', 7.958870552589481)]
uid=108   rank_sort=[('100', 30.850158723028017), ('117', 27.05231280721339), ('546', 14.436850534272699), ('285', 11.559513408489037), ('151', 11.02842591555484), ('118', 10.076708907455382), ('174', 9.896090691234201), ('116', 9.472565668070272), ('56', 8.213916036488344), ('98', 8.171603762140847)]
uid=109   rank_sort=[('578', 22.594748817795445), ('300', 16.41513608299227), ('135', 16.398911472781407), ('153', 14.393848451701336), ('80', 14.301182585346353), ('217', 12.941315707735836), ('328', 12.895359924332144), ('2', 12.552916498856952), ('99', 12.504351652822614), ('219', 12.453360105913738)]
